"","checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_duration","percent_of_income","years_at_residence","age","other_credit","housing","existing_loans_count","job","dependents","phone","default"
"527","unknown",15,"critical","education",1532,"100 - 500 DM","1 - 4 years",4,3,31,"none","own",1,"skilled",1,"no","no"
"978","1 - 200 DM",18,"poor","business",2427,"unknown","> 7 years",4,2,42,"none","own",2,"skilled",1,"no","no"
"858","unknown",15,"critical","furniture/appliances",3343,"< 100 DM","1 - 4 years",4,2,28,"none","other",1,"skilled",1,"yes","no"
"711","unknown",18,"critical","furniture/appliances",629,"500 - 1000 DM","> 7 years",4,3,32,"bank","own",2,"management",1,"yes","no"
"940","unknown",24,"critical","car",6842,"unknown","1 - 4 years",2,4,46,"none","own",2,"management",2,"yes","no"
"982","unknown",48,"good","business",4844,"< 100 DM","unemployed",3,2,33,"bank","rent",1,"management",1,"yes","yes"
"592","1 - 200 DM",24,"poor","car",1965,"unknown","1 - 4 years",4,4,42,"none","rent",2,"skilled",1,"yes","no"
"831","unknown",24,"poor","business",2375,"500 - 1000 DM","1 - 4 years",4,2,44,"none","own",2,"skilled",2,"yes","no"
"249","> 200 DM",24,"good","furniture/appliances",1925,"< 100 DM","1 - 4 years",2,2,26,"none","own",1,"skilled",1,"no","no"
"791","1 - 200 DM",21,"good","business",1188,"< 100 DM","> 7 years",2,4,39,"none","own",1,"skilled",2,"no","yes"
"941","unknown",12,"good","car",3527,"unknown","< 1 year",2,3,45,"none","own",1,"management",2,"yes","no"
"176","unknown",30,"very good","car",7485,"unknown","unemployed",4,1,53,"bank","own",1,"management",1,"yes","yes"
"111","1 - 200 DM",6,"poor","business",1449,"100 - 500 DM","> 7 years",1,2,31,"bank","own",2,"skilled",2,"no","no"
"535","unknown",24,"good","furniture/appliances",3105,"unknown","< 1 year",4,2,25,"none","own",2,"skilled",1,"no","no"
"963","unknown",15,"good","car",3556,"unknown","1 - 4 years",3,2,29,"none","own",1,"skilled",1,"no","no"
"233","unknown",12,"good","furniture/appliances",2141,"100 - 500 DM","4 - 7 years",3,1,35,"none","own",1,"skilled",1,"no","no"
"302","1 - 200 DM",36,"perfect","furniture/appliances",3804,"< 100 DM","1 - 4 years",4,1,42,"none","own",1,"skilled",1,"yes","yes"
"776","< 0 DM",24,"good","car",1371,"unknown","1 - 4 years",4,4,25,"none","rent",1,"skilled",1,"no","yes"
"340","1 - 200 DM",10,"good","furniture/appliances",1521,"< 100 DM","1 - 4 years",4,2,31,"none","own",1,"unskilled",1,"no","no"
"526","1 - 200 DM",26,"good","car",7966,"< 100 DM","< 1 year",2,3,30,"none","own",2,"skilled",1,"no","no"
"77","< 0 DM",42,"good","furniture/appliances",3965,"< 100 DM","< 1 year",4,3,34,"none","own",1,"skilled",1,"no","yes"
"602","1 - 200 DM",9,"good","furniture/appliances",918,"< 100 DM","1 - 4 years",4,1,30,"none","own",1,"skilled",1,"no","yes"
"375","1 - 200 DM",60,"very good","car0",14782,"100 - 500 DM","> 7 years",3,4,60,"bank","other",2,"management",1,"yes","yes"
"543","< 0 DM",30,"good","furniture/appliances",6350,"unknown","> 7 years",4,4,31,"none","own",1,"skilled",1,"no","yes"
"259","unknown",15,"good","car",3812,"100 - 500 DM","< 1 year",1,4,23,"none","own",1,"skilled",1,"yes","no"
"352","1 - 200 DM",9,"good","furniture/appliances",959,"< 100 DM","1 - 4 years",1,2,29,"none","own",1,"skilled",1,"no","yes"
"361","1 - 200 DM",18,"good","education",1239,"unknown","1 - 4 years",4,4,61,"none","other",1,"skilled",1,"no","no"
"158","< 0 DM",12,"very good","education",339,"< 100 DM","> 7 years",4,1,45,"bank","own",1,"unskilled",1,"no","no"
"682","unknown",12,"good","furniture/appliances",2279,"unknown","1 - 4 years",4,4,37,"none","other",1,"skilled",1,"yes","no"
"344","1 - 200 DM",18,"good","business",4439,"< 100 DM","> 7 years",1,1,33,"bank","own",1,"management",1,"yes","no"
"894","1 - 200 DM",36,"critical","car",5800,"< 100 DM","1 - 4 years",3,4,34,"none","own",2,"skilled",1,"yes","no"
"537","< 0 DM",6,"good","car",1374,"unknown","unemployed",4,3,75,"none","own",1,"management",1,"yes","no"
"551","unknown",12,"critical","renovations",996,"unknown","4 - 7 years",4,4,23,"none","own",2,"skilled",1,"no","no"
"974","< 0 DM",60,"good","business",7297,"< 100 DM","> 7 years",4,4,36,"none","rent",1,"skilled",1,"no","yes"
"788","unknown",48,"critical","car",2751,"unknown","> 7 years",4,3,38,"none","own",2,"skilled",2,"yes","no"
"286","< 0 DM",47,"good","car",10722,"< 100 DM","< 1 year",1,1,35,"none","own",1,"unskilled",1,"yes","no"
"407","unknown",24,"critical","car",2197,"unknown","4 - 7 years",4,4,43,"none","own",2,"skilled",2,"yes","no"
"415","< 0 DM",24,"good","car",1381,"unknown","1 - 4 years",4,2,35,"none","own",1,"skilled",1,"no","yes"
"101","unknown",24,"good","car",1469,"100 - 500 DM","> 7 years",4,4,41,"none","rent",1,"unskilled",1,"no","no"
"567","< 0 DM",12,"good","car",1372,"< 100 DM","4 - 7 years",2,3,36,"none","own",1,"skilled",1,"no","yes"
"914","unknown",11,"good","business",2142,"> 1000 DM","> 7 years",1,2,28,"none","own",1,"skilled",1,"yes","no"
"442","< 0 DM",12,"good","furniture/appliances",1620,"< 100 DM","1 - 4 years",2,3,30,"none","own",1,"skilled",1,"no","no"
"885","1 - 200 DM",24,"good","furniture/appliances",4057,"< 100 DM","4 - 7 years",3,3,43,"none","own",1,"skilled",1,"yes","yes"
"74","1 - 200 DM",42,"critical","business",5954,"< 100 DM","4 - 7 years",2,1,41,"bank","own",2,"unskilled",1,"no","no"
"575","1 - 200 DM",9,"good","furniture/appliances",1082,"< 100 DM","> 7 years",4,4,27,"none","own",2,"unskilled",1,"no","no"
"879","< 0 DM",9,"good","car",1422,"< 100 DM","< 1 year",3,2,27,"none","other",1,"management",1,"yes","yes"
"778","< 0 DM",18,"good","furniture/appliances",3509,"< 100 DM","4 - 7 years",4,1,25,"none","own",1,"skilled",1,"no","no"
"649","> 200 DM",24,"good","car",947,"< 100 DM","4 - 7 years",4,3,38,"bank","other",1,"skilled",2,"no","yes"
"709","1 - 200 DM",9,"good","furniture/appliances",1206,"< 100 DM","> 7 years",4,4,25,"none","own",1,"skilled",1,"no","no"
"199","1 - 200 DM",24,"good","car",2760,"unknown","> 7 years",4,4,36,"bank","other",1,"skilled",1,"yes","no"
"485","unknown",12,"critical","car",1163,"500 - 1000 DM","1 - 4 years",4,4,44,"none","own",1,"skilled",1,"yes","no"
"399","1 - 200 DM",12,"good","car",1223,"< 100 DM","> 7 years",1,1,46,"none","rent",2,"skilled",1,"no","yes"
"514","1 - 200 DM",12,"poor","furniture/appliances",585,"< 100 DM","1 - 4 years",4,4,20,"none","rent",2,"skilled",1,"no","no"
"706","unknown",15,"good","car",5324,"500 - 1000 DM","> 7 years",1,4,35,"none","other",1,"skilled",1,"no","no"
"717","unknown",30,"critical","furniture/appliances",3077,"unknown","> 7 years",3,2,40,"none","own",2,"skilled",2,"yes","no"
"561","< 0 DM",24,"good","car",2964,"unknown","> 7 years",4,4,49,"bank","other",1,"skilled",2,"yes","no"
"462","< 0 DM",15,"good","car",1721,"< 100 DM","< 1 year",2,3,36,"none","own",1,"skilled",1,"no","no"
"412","unknown",33,"critical","car",7253,"< 100 DM","4 - 7 years",3,2,35,"none","own",2,"management",1,"yes","no"
"436","1 - 200 DM",12,"good","furniture/appliances",1484,"unknown","1 - 4 years",2,1,25,"none","own",1,"skilled",1,"yes","yes"
"736","1 - 200 DM",36,"very good","furniture/appliances",3990,"unknown","< 1 year",3,2,29,"bank","own",1,"unemployed",1,"no","no"
"406","1 - 200 DM",24,"good","furniture/appliances",2039,"< 100 DM","< 1 year",1,1,22,"none","own",1,"skilled",1,"yes","yes"
"782","unknown",24,"critical","car",1940,"> 1000 DM","> 7 years",4,4,60,"none","own",1,"skilled",1,"yes","no"
"159","1 - 200 DM",24,"good","car",3512,"100 - 500 DM","4 - 7 years",2,3,38,"bank","own",2,"skilled",1,"yes","no"
"398","< 0 DM",36,"critical","furniture/appliances",2348,"< 100 DM","1 - 4 years",3,2,46,"none","own",2,"skilled",1,"yes","no"
"607","unknown",24,"critical","business",4526,"< 100 DM","1 - 4 years",3,2,74,"none","own",1,"management",1,"yes","no"
"194","unknown",6,"good","furniture/appliances",2108,"< 100 DM","4 - 7 years",2,2,29,"none","rent",1,"skilled",1,"no","no"
"133","unknown",15,"good","furniture/appliances",2708,"< 100 DM","< 1 year",2,3,27,"bank","own",2,"unskilled",1,"no","no"
"255","1 - 200 DM",9,"good","furniture/appliances",2030,"unknown","4 - 7 years",2,1,24,"none","own",1,"skilled",1,"yes","no"
"11","1 - 200 DM",12,"good","car",1295,"< 100 DM","< 1 year",3,1,25,"none","rent",1,"skilled",1,"no","yes"
"421","unknown",15,"good","car",3186,"> 1000 DM","4 - 7 years",2,3,20,"none","rent",1,"skilled",1,"no","no"
"859","< 0 DM",15,"good","car",3959,"< 100 DM","1 - 4 years",3,2,29,"none","own",1,"skilled",1,"yes","yes"
"212","unknown",36,"good","furniture/appliances",3835,"unknown","> 7 years",2,4,45,"none","own",1,"unskilled",1,"yes","no"
"546","< 0 DM",24,"poor","car",1333,"< 100 DM","unemployed",4,2,43,"none","other",2,"skilled",2,"no","yes"
"276","unknown",9,"good","furniture/appliances",2697,"< 100 DM","1 - 4 years",1,2,32,"none","own",1,"skilled",2,"no","no"
"943","unknown",24,"good","furniture/appliances",929,"unknown","4 - 7 years",4,2,31,"store","own",1,"skilled",1,"yes","no"
"242","unknown",6,"good","furniture/appliances",1595,"< 100 DM","4 - 7 years",3,2,51,"none","own",1,"skilled",2,"no","no"
"606","< 0 DM",24,"very good","furniture/appliances",2828,"500 - 1000 DM","1 - 4 years",4,4,22,"store","own",1,"skilled",1,"yes","no"
"214","> 200 DM",30,"poor","business",1908,"< 100 DM","> 7 years",4,4,66,"none","own",1,"management",1,"yes","yes"
"758","> 200 DM",15,"critical","furniture/appliances",1271,"unknown","1 - 4 years",3,4,39,"none","other",2,"skilled",1,"yes","yes"
"23","< 0 DM",10,"critical","car",2241,"< 100 DM","< 1 year",1,3,48,"none","rent",2,"unskilled",2,"no","no"
"702","< 0 DM",48,"critical","car",6331,"< 100 DM","> 7 years",4,4,46,"none","other",2,"skilled",1,"yes","yes"
"901","< 0 DM",16,"critical","car",2625,"< 100 DM","> 7 years",2,4,43,"bank","rent",1,"skilled",1,"yes","yes"
"191","unknown",24,"good","business",4591,"> 1000 DM","1 - 4 years",2,3,54,"none","own",3,"management",1,"yes","yes"
"339","< 0 DM",24,"good","furniture/appliances",4169,"< 100 DM","1 - 4 years",4,4,28,"none","own",1,"skilled",1,"no","no"
"769","1 - 200 DM",12,"critical","furniture/appliances",3617,"< 100 DM","> 7 years",1,4,28,"none","rent",3,"skilled",1,"yes","no"
"12","< 0 DM",48,"good","business",4308,"< 100 DM","< 1 year",3,4,24,"none","rent",1,"skilled",1,"no","yes"
"213","< 0 DM",27,"perfect","business",5293,"< 100 DM","unemployed",2,4,50,"store","own",2,"skilled",1,"yes","yes"
"896","unknown",36,"poor","car",8947,"unknown","4 - 7 years",3,2,31,"store","own",1,"management",2,"yes","no"
"235","unknown",4,"critical","furniture/appliances",1544,"< 100 DM","4 - 7 years",2,1,42,"none","own",3,"unskilled",2,"no","no"
"827","< 0 DM",18,"critical","car",3966,"< 100 DM","> 7 years",1,4,33,"bank","rent",3,"skilled",1,"yes","yes"
"210","unknown",12,"good","car",1413,"> 1000 DM","4 - 7 years",3,2,55,"none","own",1,"skilled",1,"no","no"
"983","> 200 DM",21,"good","car",2923,"100 - 500 DM","1 - 4 years",1,1,28,"bank","own",1,"management",1,"yes","no"
"270","unknown",24,"good","furniture/appliances",999,"unknown","> 7 years",4,2,25,"none","own",2,"skilled",1,"no","no"
"89","< 0 DM",18,"good","car",2249,"100 - 500 DM","4 - 7 years",4,3,30,"none","own",1,"management",2,"yes","no"
"116","unknown",48,"critical","furniture/appliances",3578,"unknown","> 7 years",4,1,47,"none","own",1,"skilled",1,"yes","no"
"507","> 200 DM",15,"critical","car",2360,"500 - 1000 DM","1 - 4 years",2,2,36,"none","own",1,"skilled",1,"yes","no"
"433","< 0 DM",6,"critical","furniture/appliances",1872,"< 100 DM","unemployed",4,4,36,"none","other",3,"management",1,"yes","no"
"550","unknown",48,"critical","car",8858,"unknown","4 - 7 years",2,1,35,"none","other",2,"skilled",1,"yes","no"
"413","unknown",12,"critical","business",2292,"< 100 DM","unemployed",4,2,42,"store","own",2,"management",1,"yes","yes"
"447","< 0 DM",36,"good","car",1842,"< 100 DM","< 1 year",4,4,34,"none","own",1,"skilled",1,"yes","yes"
"384","> 200 DM",12,"good","car",1330,"< 100 DM","< 1 year",4,1,26,"none","own",1,"skilled",1,"no","no"
"516","< 0 DM",6,"critical","car",609,"< 100 DM","4 - 7 years",4,3,37,"none","own",2,"skilled",1,"no","no"
"329","> 200 DM",36,"good","furniture/appliances",4473,"< 100 DM","> 7 years",4,2,31,"none","own",1,"skilled",1,"no","no"
"151","unknown",6,"good","furniture/appliances",1346,"100 - 500 DM","> 7 years",2,4,42,"bank","other",1,"skilled",2,"yes","no"
"910","1 - 200 DM",9,"good","car",3195,"unknown","1 - 4 years",1,2,33,"none","own",1,"unskilled",1,"no","no"
"892","unknown",15,"critical","furniture/appliances",1829,"< 100 DM","> 7 years",4,4,46,"none","own",2,"skilled",1,"yes","no"
"669","< 0 DM",12,"critical","car",4843,"< 100 DM","> 7 years",3,4,43,"none","rent",2,"skilled",1,"yes","yes"
"155","1 - 200 DM",24,"poor","business",6967,"100 - 500 DM","4 - 7 years",4,4,36,"none","rent",1,"management",1,"yes","no"
"117","< 0 DM",42,"good","furniture/appliances",7174,"unknown","4 - 7 years",4,3,30,"none","own",1,"management",1,"yes","yes"
"930","< 0 DM",12,"poor","car",1344,"< 100 DM","1 - 4 years",4,2,43,"none","own",2,"unskilled",2,"no","no"
"887","1 - 200 DM",24,"critical","business",2825,"unknown","4 - 7 years",4,3,34,"none","own",2,"skilled",2,"yes","no"
"826","< 0 DM",21,"critical","car",1602,"< 100 DM","> 7 years",4,3,30,"none","own",2,"skilled",1,"yes","no"
"253","1 - 200 DM",30,"good","car",2150,"< 100 DM","1 - 4 years",4,2,24,"bank","own",1,"skilled",1,"no","yes"
"160","unknown",6,"critical","furniture/appliances",1898,"unknown","1 - 4 years",1,2,34,"none","own",2,"unskilled",2,"no","no"
"494","1 - 200 DM",6,"good","furniture/appliances",368,"unknown","> 7 years",4,4,38,"none","own",1,"skilled",1,"no","no"
"393","< 0 DM",36,"good","car",3249,"< 100 DM","4 - 7 years",2,4,39,"bank","other",1,"management",2,"yes","no"
"587","< 0 DM",9,"critical","car",2799,"< 100 DM","1 - 4 years",2,2,36,"none","rent",2,"skilled",2,"no","no"
"841","< 0 DM",36,"good","furniture/appliances",5179,"< 100 DM","4 - 7 years",4,2,29,"none","own",1,"skilled",1,"no","yes"
"458","< 0 DM",12,"good","car",3386,"< 100 DM","> 7 years",3,4,35,"none","other",1,"skilled",1,"yes","yes"
"504","1 - 200 DM",24,"critical","furniture/appliances",1216,"100 - 500 DM","< 1 year",4,4,38,"bank","own",2,"skilled",2,"no","yes"
"457","< 0 DM",11,"critical","car",3905,"< 100 DM","1 - 4 years",2,2,36,"none","rent",2,"skilled",2,"no","no"
"524","unknown",24,"good","car",3488,"100 - 500 DM","4 - 7 years",3,4,23,"none","own",1,"skilled",1,"no","no"
"904","unknown",15,"good","furniture/appliances",1386,"unknown","1 - 4 years",4,2,40,"none","rent",1,"skilled",1,"yes","no"
"725","unknown",27,"good","car",2570,"< 100 DM","1 - 4 years",3,3,21,"none","rent",1,"skilled",1,"no","yes"
"353","unknown",18,"critical","car",3229,"unknown","unemployed",2,4,38,"none","own",1,"management",1,"yes","no"
"720","1 - 200 DM",20,"perfect","car",6148,"100 - 500 DM","> 7 years",3,4,31,"bank","own",2,"skilled",1,"yes","no"
"774","unknown",24,"critical","furniture/appliances",2223,"100 - 500 DM","> 7 years",4,4,52,"bank","own",2,"skilled",1,"no","no"
"625","< 0 DM",18,"good","furniture/appliances",2600,"< 100 DM","1 - 4 years",4,4,65,"none","other",2,"skilled",1,"no","yes"
"40","1 - 200 DM",9,"good","furniture/appliances",458,"< 100 DM","1 - 4 years",4,3,24,"none","own",1,"skilled",1,"no","no"
"295","unknown",48,"critical","business",7629,"unknown","> 7 years",4,2,46,"bank","own",2,"management",2,"no","no"
"3","unknown",12,"critical","education",2096,"< 100 DM","4 - 7 years",2,3,49,"none","own",1,"unskilled",2,"no","no"
"218","> 200 DM",36,"good","furniture/appliances",3913,"< 100 DM","1 - 4 years",2,2,23,"none","own",1,"skilled",1,"yes","no"
"207","unknown",12,"critical","furniture/appliances",1935,"< 100 DM","> 7 years",4,4,43,"none","own",3,"skilled",1,"yes","no"
"99","1 - 200 DM",36,"critical","furniture/appliances",2337,"< 100 DM","> 7 years",4,4,36,"none","own",1,"skilled",1,"no","no"
"699","unknown",18,"critical","furniture/appliances",1800,"< 100 DM","1 - 4 years",4,2,24,"none","own",2,"skilled",1,"no","no"
"58","unknown",36,"critical","furniture/appliances",9566,"< 100 DM","1 - 4 years",2,2,31,"store","own",2,"skilled",1,"no","no"
"696","unknown",6,"good","car",1236,"500 - 1000 DM","1 - 4 years",2,4,50,"none","rent",1,"skilled",1,"no","no"
"482","1 - 200 DM",24,"good","car",1201,"< 100 DM","< 1 year",4,1,26,"none","own",1,"skilled",1,"no","no"
"319","unknown",12,"critical","education",701,"< 100 DM","1 - 4 years",4,2,32,"none","own",2,"skilled",1,"no","no"
"386","unknown",18,"critical","furniture/appliances",2238,"< 100 DM","1 - 4 years",2,1,25,"none","own",2,"skilled",1,"no","no"
"258","< 0 DM",12,"very good","furniture/appliances",2149,"< 100 DM","1 - 4 years",4,1,29,"none","other",1,"skilled",1,"no","yes"
"274","1 - 200 DM",48,"good","furniture/appliances",3060,"< 100 DM","4 - 7 years",4,4,28,"none","own",2,"skilled",1,"no","yes"
"419","unknown",21,"good","car",2782,"500 - 1000 DM","4 - 7 years",1,2,31,"bank","own",1,"management",1,"no","no"
"713","unknown",21,"good","car",2476,"unknown","> 7 years",4,4,46,"none","own",1,"management",1,"yes","no"
"109","< 0 DM",24,"good","furniture/appliances",7721,"unknown","< 1 year",1,2,30,"none","own",1,"skilled",1,"yes","no"
"540","> 200 DM",18,"good","furniture/appliances",3049,"< 100 DM","< 1 year",1,1,45,"store","own",1,"unskilled",1,"no","no"
"147","< 0 DM",6,"critical","car",860,"< 100 DM","> 7 years",1,4,39,"none","own",2,"skilled",1,"yes","no"
"304","< 0 DM",10,"critical","car",1038,"< 100 DM","4 - 7 years",4,3,49,"none","own",2,"skilled",1,"yes","no"
"196","1 - 200 DM",9,"critical","education",1501,"< 100 DM","> 7 years",2,3,34,"none","own",2,"management",1,"yes","yes"
"203","unknown",27,"poor","business",5117,"< 100 DM","4 - 7 years",3,4,26,"none","own",2,"skilled",1,"no","no"
"325","unknown",18,"critical","car",1028,"< 100 DM","1 - 4 years",4,3,36,"none","own",2,"skilled",1,"no","no"
"297","unknown",12,"good","car",4675,"unknown","< 1 year",1,4,20,"none","rent",1,"skilled",1,"no","no"
"478","> 200 DM",24,"good","furniture/appliances",5152,"< 100 DM","4 - 7 years",4,2,25,"bank","own",1,"skilled",1,"no","no"
"333","1 - 200 DM",60,"good","car",7408,"100 - 500 DM","< 1 year",4,2,24,"none","own",1,"management",1,"no","yes"
"732","< 0 DM",24,"good","furniture/appliances",1987,"< 100 DM","1 - 4 years",2,4,21,"none","rent",1,"unskilled",2,"no","yes"
"94","> 200 DM",24,"critical","furniture/appliances",3617,"unknown","> 7 years",4,4,20,"none","rent",2,"skilled",1,"no","no"
"102","1 - 200 DM",36,"good","furniture/appliances",2323,"< 100 DM","4 - 7 years",4,4,24,"none","rent",1,"skilled",1,"no","no"
"753","1 - 200 DM",12,"good","business",841,"100 - 500 DM","4 - 7 years",2,4,23,"none","rent",1,"unskilled",1,"no","no"
"877","< 0 DM",18,"very good","furniture/appliances",1940,"< 100 DM","< 1 year",3,4,36,"bank","other",1,"management",1,"yes","no"
"905","unknown",24,"good","furniture/appliances",1278,"< 100 DM","> 7 years",4,1,36,"none","own",1,"management",1,"yes","no"
"371","unknown",36,"good","car",3079,"unknown","1 - 4 years",4,4,36,"none","own",1,"skilled",1,"no","no"
"909","unknown",15,"poor","car",3594,"< 100 DM","< 1 year",1,2,46,"none","own",2,"unskilled",1,"no","no"
"266","1 - 200 DM",15,"good","furniture/appliances",802,"< 100 DM","> 7 years",4,3,37,"none","own",1,"skilled",2,"no","yes"
"45","< 0 DM",48,"critical","car",6143,"< 100 DM","> 7 years",4,4,58,"store","other",2,"unskilled",1,"no","yes"
"221","1 - 200 DM",12,"good","furniture/appliances",625,"< 100 DM","< 1 year",4,1,26,"bank","own",1,"unskilled",1,"no","no"
"532","1 - 200 DM",15,"good","car",2631,"100 - 500 DM","1 - 4 years",2,4,28,"none","rent",2,"skilled",1,"yes","yes"
"246","unknown",24,"good","business",1258,"< 100 DM","4 - 7 years",4,1,25,"none","own",1,"skilled",1,"yes","no"
"802","1 - 200 DM",18,"critical","furniture/appliances",1795,"< 100 DM","> 7 years",3,4,48,"bank","rent",2,"unskilled",1,"yes","no"
"539","< 0 DM",48,"good","car",7763,"< 100 DM","> 7 years",4,4,42,"bank","other",1,"management",1,"no","yes"
"33","1 - 200 DM",18,"good","car",5866,"100 - 500 DM","1 - 4 years",2,2,30,"none","own",2,"skilled",1,"yes","no"
"948","unknown",12,"good","car",2859,"unknown","unemployed",4,4,38,"none","own",1,"management",1,"yes","no"
"385","unknown",30,"poor","business",4272,"100 - 500 DM","1 - 4 years",2,2,26,"none","own",2,"unskilled",1,"no","no"
"140","> 200 DM",12,"good","furniture/appliances",1881,"< 100 DM","1 - 4 years",2,2,44,"none","rent",1,"unskilled",1,"yes","no"
"784","1 - 200 DM",12,"good","car",836,"100 - 500 DM","< 1 year",4,2,23,"bank","own",1,"unskilled",1,"no","yes"
"76","< 0 DM",12,"critical","car",1526,"< 100 DM","> 7 years",4,4,66,"none","other",2,"management",1,"no","no"
"81","unknown",24,"good","furniture/appliances",5943,"unknown","< 1 year",1,1,44,"none","own",2,"skilled",1,"yes","yes"
"161","unknown",24,"critical","furniture/appliances",2872,"100 - 500 DM","> 7 years",3,4,36,"none","own",1,"skilled",2,"yes","no"
"798","unknown",12,"critical","furniture/appliances",1258,"< 100 DM","< 1 year",2,4,22,"none","rent",2,"unskilled",1,"no","no"
"21","unknown",9,"critical","car",2134,"< 100 DM","1 - 4 years",4,4,48,"none","own",3,"skilled",1,"yes","no"
"228","< 0 DM",12,"good","furniture/appliances",7865,"< 100 DM","> 7 years",4,4,53,"none","other",1,"management",1,"yes","yes"
"842","unknown",21,"poor","car",2993,"< 100 DM","1 - 4 years",3,2,28,"store","own",2,"unskilled",1,"no","no"
"987","> 200 DM",42,"perfect","business",6289,"< 100 DM","< 1 year",2,1,33,"none","own",2,"skilled",1,"no","no"
"188","1 - 200 DM",16,"critical","car",1175,"< 100 DM","unemployed",2,3,68,"none","other",3,"unemployed",1,"yes","no"
"595","< 0 DM",24,"very good","car0",1358,"unknown","> 7 years",4,3,40,"store","own",1,"management",1,"yes","yes"
"883","1 - 200 DM",30,"critical","car",2181,"unknown","> 7 years",4,4,36,"none","own",2,"skilled",1,"no","no"
"731","1 - 200 DM",24,"poor","furniture/appliances",6403,"< 100 DM","< 1 year",1,2,33,"none","own",1,"skilled",1,"no","no"
"261","< 0 DM",12,"good","furniture/appliances",1657,"< 100 DM","1 - 4 years",2,2,27,"none","own",1,"skilled",1,"no","no"
"690","< 0 DM",12,"good","car",3651,"> 1000 DM","1 - 4 years",1,3,31,"none","own",1,"skilled",2,"no","no"
"764","unknown",21,"critical","car",12680,"unknown","> 7 years",4,4,30,"none","other",1,"management",1,"yes","yes"
"566","1 - 200 DM",24,"poor","furniture/appliances",1553,"100 - 500 DM","4 - 7 years",3,2,23,"none","rent",2,"skilled",1,"yes","no"
"484","unknown",15,"poor","furniture/appliances",960,"> 1000 DM","4 - 7 years",3,2,30,"none","own",2,"skilled",1,"no","no"
"965","1 - 200 DM",6,"good","renovations",454,"< 100 DM","< 1 year",3,1,22,"none","own",1,"unskilled",1,"no","no"
"26","< 0 DM",6,"good","furniture/appliances",1374,"< 100 DM","1 - 4 years",1,2,36,"bank","own",1,"unskilled",1,"yes","no"
"305","unknown",48,"critical","car",10127,"500 - 1000 DM","1 - 4 years",2,2,44,"bank","other",1,"skilled",1,"no","yes"
"861","unknown",24,"critical","car",5804,"> 1000 DM","1 - 4 years",4,2,27,"none","own",2,"skilled",1,"no","no"
"110","1 - 200 DM",14,"good","business",1410,"500 - 1000 DM","> 7 years",1,2,35,"none","own",1,"skilled",1,"yes","no"
"501","< 0 DM",24,"good","car",3123,"< 100 DM","< 1 year",4,1,27,"none","own",1,"skilled",1,"no","yes"
"141","> 200 DM",6,"good","car",709,"> 1000 DM","< 1 year",2,2,27,"none","own",1,"unemployed",1,"no","no"
"840","unknown",24,"critical","furniture/appliances",2611,"< 100 DM","> 7 years",4,3,46,"none","own",2,"skilled",1,"no","no"
"612","> 200 DM",10,"good","car",1240,"100 - 500 DM","> 7 years",1,4,48,"none","other",1,"unskilled",2,"no","yes"
"988","unknown",13,"good","furniture/appliances",1409,"100 - 500 DM","unemployed",2,4,64,"none","own",1,"skilled",1,"no","no"
"659","1 - 200 DM",30,"perfect","business",4221,"< 100 DM","1 - 4 years",2,1,28,"none","own",2,"skilled",1,"no","no"
"43","1 - 200 DM",18,"poor","renovations",6204,"< 100 DM","1 - 4 years",2,4,44,"none","own",1,"unskilled",2,"yes","no"
"378","unknown",7,"poor","furniture/appliances",846,"unknown","> 7 years",3,4,36,"none","other",1,"skilled",1,"no","no"
"824","< 0 DM",8,"critical","car",731,"< 100 DM","> 7 years",4,4,47,"none","own",2,"unskilled",1,"no","no"
"950","unknown",24,"good","furniture/appliances",3621,"100 - 500 DM","> 7 years",2,4,31,"none","own",2,"skilled",1,"no","yes"
"571","< 0 DM",24,"good","furniture/appliances",3234,"< 100 DM","< 1 year",4,4,23,"none","rent",1,"unskilled",1,"yes","yes"
"324","< 0 DM",18,"good","furniture/appliances",2659,"> 1000 DM","1 - 4 years",4,2,28,"none","own",1,"skilled",1,"no","no"
"55","1 - 200 DM",36,"poor","car",2225,"< 100 DM","> 7 years",4,4,57,"bank","other",2,"skilled",1,"yes","yes"
"131","1 - 200 DM",48,"good","car",8487,"unknown","4 - 7 years",1,2,24,"none","own",1,"skilled",1,"no","no"
"219","< 0 DM",24,"good","furniture/appliances",3021,"< 100 DM","1 - 4 years",2,2,24,"none","rent",1,"unskilled",1,"no","no"
"683","unknown",15,"poor","furniture/appliances",1478,"< 100 DM","1 - 4 years",4,3,33,"bank","own",2,"skilled",1,"no","no"
"100","1 - 200 DM",20,"poor","car",7057,"unknown","4 - 7 years",3,4,36,"bank","rent",2,"management",2,"yes","no"
"370","1 - 200 DM",18,"good","furniture/appliances",3001,"< 100 DM","4 - 7 years",2,4,40,"none","rent",1,"skilled",1,"no","no"
"569","1 - 200 DM",48,"good","furniture/appliances",3979,"unknown","4 - 7 years",4,1,41,"none","own",2,"skilled",2,"yes","no"
"581","1 - 200 DM",18,"critical","car",1056,"< 100 DM","> 7 years",3,3,30,"bank","own",2,"skilled",1,"no","yes"
"22","< 0 DM",6,"good","furniture/appliances",2647,"500 - 1000 DM","1 - 4 years",2,3,44,"none","rent",1,"skilled",2,"no","no"
